30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,30,30,30,30,30,30,30,30
81,81,81,30,30,30,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,30,30,30,81,81,81
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
81,81,81,81,81,81,81,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,81,81,81,81,81,81
81,81,81,81,81,81,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,81,81,81,81,81
81,81,81,81,81,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,81,81,81,81,81
81,81,81,81,60,60,60,60,60,60,72,73,73,73,73,73,73,74,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72,73,73,73,73,73,73,74,60,60,60,60,60,60,81,81,81,81
81,81,81,81,60,60,60,60,60,72,114,81,81,81,81,81,81,113,74,60,60,60,60,60,60,60,60,60,60,60,60,72,114,81,81,81,81,81,81,113,74,60,60,60,60,60,81,81,81,81
81,81,81,81,60,60,60,60,72,114,81,112,81,81,81,81,81,81,113,73,74,60,60,60,60,60,60,60,60,72,114,81,81,81,81,81,81,81,81,117,113,74,60,60,60,60,81,81,81,81
81,81,81,81,60,60,60,72,114,81,81,81,117,81,81,81,81,115,81,81,113,74,60,60,60,60,60,60,72,114,81,81,81,81,81,81,81,108,81,81,81,113,74,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,81,81,81,81,81,81,81,81,81,81,113,73,73,73,73,73,73,114,81,81,81,81,81,81,81,81,81,81,81,81,81,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,81,81,81,81,81,117,81,81,117,81,81,81,81,81,81,81,115,81,81,115,81,115,81,81,81,107,81,112,81,81,81,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,81,81,81,109,81,81,81,81,81,81,81,81,81,104,104,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,117,81,81,81,81,81,81,81,81,81,81,81,116,81,81,81,81,81,81,81,116,81,81,81,81,81,81,81,81,81,116,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,117,81,81,81,81,81,81,81,81,81,81,108,81,81,81,109,81,81,108,81,81,81,81,81,107,81,112,81,81,81,81,81,81,81,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,81,81,81,81,115,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,60,60,60,81,81,81,81
81,81,81,81,60,60,60,80,81,81,81,81,81,81,81,81,107,81,81,91,78,78,78,78,78,78,78,78,78,78,79,81,81,81,81,81,81,81,81,81,81,81,82,60,60,60,81,81,81,81
